INVARIANT_ID,pe_fy0
Z913Y11C0,17.158718142821094
Z913Y11D8,9.405332758849264
Z913Y11E6,-11.033579378351885
Z913Y11F3,28.825837289427827
Z913Y11G1,17.54585738619008
Z913Y11J5,11.035584128414069
Z913Y11K2,27.090918290922925
Z913Y11L0,12.485247176067286
Z913Y11M8,10.828267477203648
Z913Y11N6,12.702484855724808
Z913Y11P1,44.73918751850158
Z913Y11Q9,34.12686895022195
Z913Y11S5,654.3895792862764
Z913Y11W6,-0.6389517402089754
Z913Y11X4,31.688431301402996
Z913Y11Z9,23.99414380219065
Z913Y1205,18.693315287803074
Z913Y1213,18.332785398337524
Z913Y1221,14.188096729642634
Z913Y1239,12.88807340523955
Z913Y1254,15.366562360303977
Z913Y1270,16.40626974694919
Z913Y1288,16.84178625037526
Z913Y1296,11.550418332592919
Z913Y12A3,10.316333805476864
Z913Y12B1,50.28891925659846
Z913Y12C9,65.41256092347157
Z913Y12D7,18.931382535716573
Z913Y12E5,14.34423916846299
Z913Y12F2,-126.26262626262626
Z913Y12G0,-0.029264885861757035
Z913Y12H8,17.535098283931355
Z913Y12J4,-70.90336134453781
Z913Y12K1,11.091173545499752
Z913Y12L9,16.88110229035496
Z913Y12M7,-0.8872155121424345
Z913Y12N5,21.37373695137427
Z913Y12P0,21.071805070593598
Z913Y12Q8,42.22772105959367
Z913Y12R6,69.52380952380952
Z913Y12S4,12.95071544938858
Z913Y12U9,8.368916976030556
Z913Y12W5,25.205711126288744
Z913Y12X3,-1.0072513976932422
Z913Y12Y1,15.570871033283147
Z913Y1312,10.214695003900946
Z913Y1320,-0.5882249948909989
Z913Y1338,13.479076873407358
Z913Y1346,24.51854278340282
Z913Y1353,14.109343243470228
Z913Y1361,-54.45544554455445
Z913Y1379,17.053906266367772
Z913Y1387,12.799075211221755
Z913Y1395,41.33908387788443
Z913Y13A2,26.259108934771508
Z913Y13B0,11.425493493941644
Z913Y13C8,23.615922884199676
Z913Y13D6,0.22611506636374512
Z913Y13E4,16.192470674888927
Z913Y13F1,24.807610331391786
Z913Y13G9,15.734619861867051
Z913Y13H7,-3.2465222519705677
Z913Y13J3,-1.3555680272465653
Z913Y13K0,7.854387618241994
Z913Y13L8,7.317030080046032
Z913Y13M6,6.082460426357885
Z913Y13N4,2.7032489515436304
Z913Y13P9,-2.5328922506230804
Z913Y13Q7,20.451650927600294
Z913Y13R5,13.09194141578519
Z913Y13S3,-5.7368678122641095
Z913Y13T1,-8.078642578890951
Z913Y13U8,6.89697419220603
Z913Y13W4,-63.67761409127303
Z913Y13X2,11.235023826858162
Z913Y13Y0,0.019675480335669286
Z913Y13Z7,40.64649093270479
Z913Y1403,18.136400535372513
Z913Y1429,-0.5400503426528281
Z913Y1437,-0.04091391564011875
Z913Y1452,8.016968714462001
Z913Y1460,28.65662042678974
Z913Y1478,4.143859378613831
Z913Y1486,2.7032489515436304
Z913Y1494,33.201635228141726
Z913Y14A1,24.039003229687797
Z913Y14B9,3.192816258717167
Z913Y14C7,57.57549188503038
Z913Y14E3,-3.2465222519705677
Z913Y14G8,15.522488471243364
Z913Y14H6,8.121434748060205
Z913Y14K9,-0.12792789818589986
Z913Y14L7,-2.163417458002605
Z913Y14M5,12.454736967453139
Z913Y14N3,-16.91128163514912
Z913Y14P8,5.343622002134405
Z913Y14Q6,19.10769102894446
Z913Y14R4,11.87849991515357
Z913Y14T0,-0.8033293101556498
Z913Y14V5,20.72025701488789
Z913Y14W3,-2.054380664652568
Z913Y14X1,18.484533655094978
Z913Y14Y9,21.360220545833283
Z913Y14Z6,8.200466301073085
Z913Y1502,8.318647066039137
Z913Y1510,-6.433941800400744
Z913Y1528,398.53601552522537
Z913Y1536,12.778521409746673
Z913Y1544,20.302217013085443
Z913Y1569,17.95040687299018
Z913Y1577,11.627280008639461
Z913Y1593,-1219.5513736263738
Z913Y15A0,9.560398466828053
Z913Y15B8,9.774168088671617
Z913Y15C6,11.747754585330206
Z913Y15D4,-2.948540053334575
Z913Y15E2,-74.90374518725937
Z913Y15F9,30.16912294050511
Z913Y15G7,32.09798649917297
Z913Y15J1,-3.806228996730644
Z913Y15K8,18.80628442505267
Z913Y15L6,12.108092645417738
Z913Y15N2,26.243272924780754
Z913Y15P7,15.34004375846621
Z913Y15Q5,13.157062819712145
Z913Y15R3,-22.631112741033654
Z913Y15T9,18.961587407796838
Z913Y15U6,25.663303466831447
Z913Y15V4,92.27039102758411
Z913Y15W2,-66.81664148092182
Z913Y15X0,-5.187027056843816
Z913Y15Y8,46.15064329617668
Z913Y15Z5,8.241126974847795
Z913Y1601,12.80018710121952
Z913Y1619,-31.949127838804415
Z913Y1627,18.400330941101938
Z913Y1635,-18.031793930988645
Z913Y1643,-3.3778452362316775
Z913Y1650,22.24475648013182
Z913Y1668,15.655915455766591
Z913Y1676,-8.716657356549984
Z913Y1684,18.549086495211576
Z913Y1692,-0.024345972137582172
Z913Y16A9,19.32680820250972
Z913Y16B7,-1.9563209146286995
Z913Y16C5,19.891634645937156
Z913Y16E1,-12.316436752550123
Z913Y16F8,-46.357309475809025
Z913Y16H4,17.455888411308603
Z913Y16J0,22.007216993039737
Z913Y16K7,12.60717303577207
Z913Y16L5,23.289342728636527
Z913Y16M3,24.544574402712435
Z913Y16N1,15.410665321525158
Z913Y16P6,-1270.1914945676672
Z913Y16Q4,13.324939126784214
Z913Y16R2,234.28928955691353
Z913Y16S0,9.54216143101468
Z913Y16T8,12.075583486957957
Z913Y16U5,9.407575655342264
Z913Y16V3,47.22034106999938
Z913Y16W1,15.405768992370367
Z913Y16X9,5.882746919092695
Z913Y16Y7,4.840037866477634
Z913Y16Z4,5.079479709236377
Z913Y1700,15.884995227734768
Z913Y1718,13.147966498151359
Z913Y1726,6.40868568578366
Z913Y1734,9.820066077056012
Z913Y1742,21.88087621629163
Z913Y1759,14.447186181644513
Z913Y1767,6.842889544986236
Z913Y1775,13.602208250268363
Z913Y1783,14.009275205291969
