 portfolio_name,sedol,invariant_id,sec_desc,market,currency,country,sector,subsector,industry,subindustry
MSACIMIUSD,6123451,Z913Y11C0,COCA-COLA AMATIL,AUS,AUD,AUS,Consumer Staples,Food Beverage & Tobacco,Beverages,Soft Drinks
MSACIMIUSD,6065586,Z913Y11D8,AUS.AND NZ.BANKING GP.,AUS,AUD,AUS,Financials,Banks,Banks,Diversified Banks
MSACIMIUSD,6214861,Z913Y11E6,ORIGIN ENERGY (EX BORAL),AUS,AUD,AUS,Energy,Energy,Oil Gas & Consumable Fuels,Integrated Oil & Gas
MSACIMIUSD,B1FJ0C0,Z913Y11F3,BRAMBLES,AUS,AUD,AUS,Industrials,Commercial  & Professional Services,Commercial Services & Supplies,Diversified Support Services
MSACIMIUSD,6161503,Z913Y11G1,CALTEX AUSTRALIA,AUS,AUD,AUS,Energy,Energy,Oil Gas & Consumable Fuels,Oil & Gas Refining & Marketing
MSACIMIUSD,6365866,Z913Y11J5,GPT GROUP,AUS,AUD,AUS,Financials,Real Estate,Real Estate Investment Trusts (REITs),Diversified REIT's
MSACIMIUSD,B60QWJ2,Z913Y11K2,JAMES HARDIE INDS.CDI.,AUS,AUD,NLD,Materials,Materials,Construction Materials,Construction Materials
MSACIMIUSD,6512004,Z913Y11L0,LENDLEASE GROUP,AUS,AUD,AUS,Financials,Real Estate,Real Estate Management & Development,Diversified Real Estate Activities
MSACIMIUSD,6624608,Z913Y11M8,NATIONAL AUS.BANK,AUS,AUD,AUS,Financials,Banks,Banks,Diversified Banks
MSACIMIUSD,6286611,Z913Y11N6,ANSELL,AUS,AUD,AUS,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Supplies
MSACIMIUSD,6144690,Z913Y11P1,BHP BILLITON,AUS,AUD,AUS,Materials,Materials,Metals & Mining,Diversified Metals & Mining
MSACIMIUSD,6954985,Z913Y11Q9,ALUMINA,AUS,AUD,AUS,Materials,Materials,Metals & Mining,Aluminum
MSACIMIUSD,6979728,Z913Y11S5,WOODSIDE PETROLEUM,AUS,AUD,AUS,Energy,Energy,Oil Gas & Consumable Fuels,Oil & Gas Exploration & Production
MSACIMIUSD,B5W7K25,Z913Y11X4,MACQUARIE ATLAS ROADS,AUS,AUD,AUS,Industrials,Transportation,Transportation Infrastructure,Highways & Railtracks
MSACIMIUSD,B1YC5L4,Z913Y11Z9,ASCIANO,AUS,AUD,AUS,Industrials,Transportation,Road & Rail,Railroads
MSACIMIUSD,6948836,Z913Y1205,WESFARMERS,AUS,AUD,AUS,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,Hypermarkets & Super Centers
MSACIMIUSD,6715740,Z913Y1213,QBE INSURANCE GROUP,AUS,AUD,AUS,Financials,Insurance,Insurance,Property & Casualty Insurance
MSACIMIUSD,6215035,Z913Y1221,COMMONWEALTH BK.OF AUS.,AUS,AUD,AUS,Financials,Banks,Banks,Diversified Banks
MSACIMIUSD,6981239,Z913Y1239,WOOLWORTHS,AUS,AUD,AUS,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,Food Retail
MSACIMIUSD,B0LCW75,Z913Y1254,SIMS METAL MANAGEMENT,AUS,AUD,AUS,Materials,Materials,Metals & Mining,Steel
MSACIMIUSD,6087289,Z913Y1270,TELSTRA,AUS,AUD,AUS,Telecommunication Services,Telecommunication Services,Diversified Telecommunication Services,Integrated Telecommunication Services
MSACIMIUSD,6709958,Z913Y1288,AMP,AUS,AUD,AUS,Financials,Insurance,Insurance,Life & Health Insurance
MSACIMIUSD,6710347,Z913Y1296,QANTAS AIRWAYS,AUS,AUD,AUS,Industrials,Transportation,Airlines,Airlines
MSACIMIUSD,6873262,Z913Y12A3,TABCORP HOLDINGS,AUS,AUD,AUS,Consumer Discretionary,Consumer Services,Hotels Restaurants & Leisure,Casinos & Gaming
MSACIMIUSD,6957575,Z913Y12B1,ILUKA RESOURCES,AUS,AUD,AUS,Materials,Materials,Metals & Mining,Diversified Metals & Mining
MSACIMIUSD,6335331,Z913Y12C9,NUFARM,AUS,AUD,AUS,Materials,Materials,Chemicals,Fertilizers & Agricultural Chemicals
MSACIMIUSD,6271026,Z913Y12D7,INSURANCE AUS.GROUP,AUS,AUD,AUS,Financials,Insurance,Insurance,Property & Casualty Insurance
MSACIMIUSD,6585084,Z913Y12E5,SUNCORP GROUP,AUS,AUD,AUS,Financials,Insurance,Insurance,Property & Casualty Insurance
MSACIMIUSD,6200882,Z913Y12F2,TRANSURBAN GROUP,AUS,AUD,AUS,Industrials,Transportation,Transportation Infrastructure,Highways & Railtracks
MSACIMIUSD,6006886,Z913Y12H8,ADELAIDE BRIGHTON,AUS,AUD,AUS,Materials,Materials,Construction Materials,Construction Materials
MSACIMIUSD,6068574,Z913Y12J4,APN NEWS & MEDIA,AUS,AUD,AUS,Consumer Discretionary,Media,Media,Publishing
MSACIMIUSD,6091280,Z913Y12K1,BENDIGO & ADELAIDE BANK,AUS,AUD,AUS,Financials,Banks,Banks,Regional Banks
MSACIMIUSD,6726300,Z913Y12L9,CHALLENGER,AUS,AUD,AUS,Financials,Diversified Financials,Diversified Financial Services, Other Diversified Financial Services
MSACIMIUSD,6108373,Z913Y12M7,TEN NETWORK HOLDINGS,AUS,AUD,AUS,Consumer Discretionary,Media,Media,Broadcasting
MSACIMIUSD,6129222,Z913Y12N5,ASX,AUS,AUD,AUS,Financials,Diversified Financials,Diversified Financial Services,Specialized Finance
MSACIMIUSD,6218670,Z913Y12P0,BORAL,AUS,AUD,AUS,Materials,Materials,Construction Materials,Construction Materials
MSACIMIUSD,6253983,Z913Y12Q8,ARISTOCRAT LEISURE,AUS,AUD,AUS,Consumer Discretionary,Consumer Services,Hotels Restaurants & Leisure,Casinos & Gaming
MSACIMIUSD,6277916,Z913Y12R6,BILLABONG INTERNATIONAL,AUS,AUD,AUS,Consumer Discretionary,Consumer Durables & Apparel,Textiles Apparel & Luxury Goods,Apparel Accessories & Luxury Goods
MSACIMIUSD,6352147,Z913Y12S4,FLIGHT CENTRE TRAVEL GP.,AUS,AUD,AUS,Consumer Discretionary,Consumer Services,Hotels Restaurants & Leisure,Hotels Resorts & Cruise Lines
MSACIMIUSD,6465573,Z913Y12U9,DOWNER EDI,AUS,AUD,AUS,Industrials,Commercial  & Professional Services,Commercial Services & Supplies,Diversified Support Services
MSACIMIUSD,BX17Q13,Z913Y12W5,CIMIC GROUP,AUS,AUD,AUS,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
MSACIMIUSD,6668468,Z913Y12X3,PALADIN ENERGY,AUS,AUD,AUS,Energy,Energy,Oil Gas & Consumable Fuels,Coal & Consumable Fuels
MSACIMIUSD,6682394,Z913Y12Y1,PERPETUAL,AUS,AUD,AUS,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks
MSACIMIUSD,B03FYZ4,Z913Y1312,GOODMAN GROUP,AUS,AUD,AUS,Financials,Real Estate,Real Estate Investment Trusts (REITs),Industrial REIT's
MSACIMIUSD,6949431,Z913Y1320,SEVEN WEST MEDIA,AUS,AUD,AUS,Consumer Discretionary,Media,Media,Broadcasting
MSACIMIUSD,6076243,Z913Y1338,BANK OF QLND.,AUS,AUD,AUS,Financials,Banks,Banks,Regional Banks
MSACIMIUSD,6552594,Z913Y1346,SIGMA PHARMS.,AUS,AUD,AUS,Health Care,Health Care Equipment & Services,Health Care Providers & Services,Health Care Distributors
MSACIMIUSD,6673042,Z913Y1353,INCITEC PIVOT,AUS,AUD,AUS,Materials,Materials,Chemicals,Diversified Chemicals
MSACIMIUSD,6714394,Z913Y1379,IOOF HOLDINGS,AUS,AUD,AUS,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks
MSACIMIUSD,B033YN6,Z913Y1387,DEXUS PROPERTY GROUP,AUS,AUD,AUS,Financials,Real Estate,Real Estate Investment Trusts (REITs),Office REIT's
MSACIMIUSD,5596991,Z913Y1395,UCB,BEL,EUR,BEL,Health Care,Pharmaceuticals Biotechnology & Life Sciences,Pharmaceuticals,Pharmaceuticals
MSACIMIUSD,4262118,Z913Y13A2,DELHAIZE GROUP,BEL,EUR,BEL,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,Food Retail
MSACIMIUSD,7097328,Z913Y13B0,GBL NEW,BEL,EUR,BEL,Financials,Diversified Financials,Diversified Financial Services,Multi-Sector Holdings
MSACIMIUSD,5806225,Z913Y13C8,COLRUYT,BEL,EUR,BEL,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,Food Retail
MSACIMIUSD,5541979,Z913Y13E4,ORANGE BELGIUM,BEL,EUR,BEL,Telecommunication Services,Telecommunication Services,Wireless Telecommunication Services,Wireless Telecommunication Services
MSACIMIUSD,4755317,Z913Y13F1,ANHEUSER-BUSCH INBEV,BEL,EUR,BEL,Consumer Staples,Food Beverage & Tobacco,Beverages,Brewers
MSACIMIUSD,2684532,Z913Y13H7,PETROLEO BRASILEIRO PN,BRA,BRL,BRA,Energy,Energy,Oil Gas & Consumable Fuels,Integrated Oil & Gas
MSACIMIUSD,2196286,Z913Y13J3,VALE ON,BRA,BRL,BRA,Materials,Materials,Metals & Mining,Steel
MSACIMIUSD,B00FM53,Z913Y13K0,BANCO BRADESCO PN,BRA,BRL,BRA,Financials,Banks,Banks,Diversified Banks
MSACIMIUSD,B037HR3,Z913Y13L8,ITAU UNIBANCO HOLDING PN,BRA,BRL,BRA,Financials,Banks,Banks,Diversified Banks
MSACIMIUSD,2458771,Z913Y13M6,ITAUSA INVESTIMENTOS ITAU PN,BRA,BRL,BRA,Financials,Banks,Banks,Diversified Banks
MSACIMIUSD,B1YBRG0,Z913Y13N4,CIA ENERGETICA DE MINAS GERAIS PN,BRA,BRL,BRA,Utilities,Utilities,Electric Utilities,Electric Utilities
MSACIMIUSD,BW4NWT1,Z913Y13P9,RUMO LOG.OPD.MULTIMODAL,BRA,BRL,BRA,Industrials,Transportation,Road & Rail,Railroads
MSACIMIUSD,B0P72G5,Z913Y13Q7,COSAN INDUSTRIA E COMERCIO ON,BRA,BRL,BRA,Energy,Energy,Oil Gas & Consumable Fuels,Oil & Gas Refining & Marketing
MSACIMIUSD,B2RHNV9,Z913Y13R5,BMF BOVESPA BLVAL. MEREFU.ON,BRA,BRL,BRA,Financials,Diversified Financials,Diversified Financial Services,Specialized Finance
MSACIMIUSD,B1YWHR4,Z913Y13S3,MARFRIG FRIGORIFICOS ON,BRA,BRL,BRA,Consumer Staples,Food Beverage & Tobacco,Food Products,Packaged Foods & Meats
MSACIMIUSD,B4V5RY4,Z913Y13U8,BANCO SANTANDER BRASIL UNITS,BRA,BRL,BRA,Financials,Banks,Banks,Diversified Banks
MSACIMIUSD,B17MHG0,Z913Y13W4,CMPH.ENGT.DE SAOP.B PN,BRA,BRL,BRA,Utilities,Utilities,Independent Power and Renewable Electricity Producers,Renewable Electricity
MSACIMIUSD,B66HFL2,Z913Y13X2,ELTPO.ELCD.MTROP.DE SAOP.BRZL.PREF.,BRA,BRL,BRA,Utilities,Utilities,Electric Utilities,Electric Utilities
MSACIMIUSD,B0W1X34,Z913Y13Z7,LIGHT ON,BRA,BRL,BRA,Utilities,Utilities,Electric Utilities,Electric Utilities
MSACIMIUSD,B3ZCNF7,Z913Y1403,TELEFONICA BRASIL PN,BRA,BRL,BRA,Telecommunication Services,Telecommunication Services,Diversified Telecommunication Services,Integrated Telecommunication Services
MSACIMIUSD,B235JN1,Z913Y1452,MRV ENGENHARIA E PARTICIPACOES ON,BRA,BRL,BRA,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
MSACIMIUSD,B23DZG0,Z913Y1460,MULTIPLAN EMPE. IMOBS.ON,BRA,BRL,BRA,Financials,Real Estate,Real Estate Management & Development,Real Estate Operating Companies
MSACIMIUSD,B23F8S9,Z913Y1478,BANCO DO ESTADO DO RIO GRANDE DO SUL B PN,BRA,BRL,BRA,Financials,Banks,Banks,Diversified Banks
MSACIMIUSD,B1YCHL8,Z913Y1494,CPAD.SANMT.BASICO DE SAOP.ON,BRA,BRL,BRA,Utilities,Utilities,Water Utilities,Water Utilities
MSACIMIUSD,BG7ZWY7,Z913Y14A1,AMBEV ON,BRA,BRL,BRA,Consumer Staples,Food Beverage & Tobacco,Beverages,Brewers
MSACIMIUSD,2328595,Z913Y14B9,BANCO DO BRASIL ON,BRA,BRL,BRA,Financials,Banks,Banks,Diversified Banks
MSACIMIUSD,B16FPG6,Z913Y14C7,EMBRAER ON,BRA,BRL,BRA,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
MSACIMIUSD,2682365,Z913Y14E3,PETROLEO BRASILEIRO ON,BRA,BRL,BRA,Energy,Energy,Oil Gas & Consumable Fuels,Integrated Oil & Gas
MSACIMIUSD,B07C763,Z913Y14G8,TRACTEBEL ENERGIA ON,BRA,BRL,BRA,Utilities,Utilities,Independent Power and Renewable Electricity Producers,Renewable Electricity
MSACIMIUSD,2292560,Z913Y14H6,TIM PARTICIPACOES ON,BRA,BRL,BRA,Telecommunication Services,Telecommunication Services,Wireless Telecommunication Services,Wireless Telecommunication Services
MSACIMIUSD,B7XL5Q9,Z913Y14K9,OI PN,BRA,BRL,BRA,Telecommunication Services,Telecommunication Services,Diversified Telecommunication Services,Integrated Telecommunication Services
MSACIMIUSD,2645517,Z913Y14L7,GERDAU PN,BRA,BRL,BRA,Materials,Materials,Metals & Mining,Steel
MSACIMIUSD,2036995,Z913Y14M5,BRF BRASIL FOODS ON,BRA,BRL,BRA,Consumer Staples,Food Beverage & Tobacco,Food Products,Packaged Foods & Meats
MSACIMIUSD,B02GKF0,Z913Y14N3,SUZANO BAHIA SUL PAPEL CELULOSE A PN,BRA,BRL,BRA,Materials,Materials,Paper & Forest Products,Paper Products
MSACIMIUSD,B0774N4,Z913Y14P8,BRASKEM PN SERIES 'A',BRA,BRL,BRA,Materials,Materials,Chemicals,Commodity Chemicals
MSACIMIUSD,2648862,Z913Y14T0,METALURGICA GERDAU PN,BRA,BRL,BRA,Materials,Materials,Metals & Mining,Steel
MSACIMIUSD,2945422,Z913Y14V5,WEG ON,BRA,BRL,BRA,Industrials,Capital Goods,Machinery,Industrial Machinery
MSACIMIUSD,B014K55,Z913Y14X1,NATURA COSMETICOS ON,BRA,BRL,BRA,Consumer Staples,Household & Personal Products,Personal Products,Personal Products
MSACIMIUSD,B031NN3,Z913Y14Y9,CPFL ENERGIA ON,BRA,BRL,BRA,Utilities,Utilities,Electric Utilities,Electric Utilities
MSACIMIUSD,2189855,Z913Y14Z6,CYRELA BRAZIL REALTY ON,BRA,BRL,BRA,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
MSACIMIUSD,B0498T7,Z913Y1502,PORTO SEGURO ON,BRA,BRL,BRA,Financials,Insurance,Insurance,Multi-line Insurance
MSACIMIUSD,B1LH3Y1,Z913Y1510,B2W COMPANHIA DIGITAL ON,BRA,BRL,BRA,Consumer Discretionary,Retailing,Internet & Catalog Retail,Internet Retail
MSACIMIUSD,2009823,Z913Y1528,AGNICO EAGLE MINES,CAN,CAD,CAN,Materials,Materials,Metals & Mining,Gold
MSACIMIUSD,2076009,Z913Y1536,BANK OF MONTREAL,CAN,CAD,CAN,Financials,Banks,Banks,Diversified Banks
MSACIMIUSD,B188TH2,Z913Y1544,BCE,CAN,CAD,CAN,Telecommunication Services,Telecommunication Services,Diversified Telecommunication Services,Integrated Telecommunication Services
MSACIMIUSD,2381093,Z913Y1569,TELUS,CAN,CAD,CAN,Telecommunication Services,Telecommunication Services,Diversified Telecommunication Services,Integrated Telecommunication Services
MSACIMIUSD,2170525,Z913Y1577,CANADIAN IMP.BK.COM.,CAN,CAD,CAN,Financials,Banks,Banks,Diversified Banks
MSACIMIUSD,2466149,Z913Y1593,ENBRIDGE,CAN,CAD,CAN,Energy,Energy,Oil Gas & Consumable Fuels,Oil & Gas Storage & Transportation
MSACIMIUSD,2077303,Z913Y15A0,NAT.BK.OF CANADA,CAN,CAD,CAN,Financials,Banks,Banks,Diversified Banks
MSACIMIUSD,2697864,Z913Y15B8,POWER FINL.,CAN,CAD,CAN,Financials,Insurance,Insurance,Life & Health Insurance
MSACIMIUSD,2754383,Z913Y15C6,ROYAL BANK OF CANADA,CAN,CAD,CAN,Financials,Banks,Banks,Diversified Banks
MSACIMIUSD,2879327,Z913Y15D4,TECK RESOURCES 'B',CAN,CAD,CAN,Materials,Materials,Metals & Mining,Diversified Metals & Mining
MSACIMIUSD,2901628,Z913Y15E2,TRANSALTA,CAN,CAD,CAN,Utilities,Utilities,Independent Power and Renewable Electricity Producers,Independent Power Producers & Energy Traders
MSACIMIUSD,2956662,Z913Y15F9,WESTON GEORGE,CAN,CAD,CAN,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,Food Retail
MSACIMIUSD,2172639,Z913Y15G7,CANADIAN UTILITIES 'A',CAN,CAD,CAN,Utilities,Utilities,Multi-Utilities,Multi-Utilities
MSACIMIUSD,2623836,Z913Y15J1,HUSKY EN.,CAN,CAD,CAN,Energy,Energy,Oil Gas & Consumable Fuels,Integrated Oil & Gas
MSACIMIUSD,2169051,Z913Y15K8,ROGERS COMMS.'B',CAN,CAD,CAN,Telecommunication Services,Telecommunication Services,Wireless Telecommunication Services,Wireless Telecommunication Services
MSACIMIUSD,2469375,Z913Y15L6,IGM FINL.,CAN,CAD,CAN,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks
MSACIMIUSD,B57FG04,Z913Y15N2,CENOVUS ENERGY,CAN,CAD,CAN,Energy,Energy,Oil Gas & Consumable Fuels,Integrated Oil & Gas
MSACIMIUSD,2092599,Z913Y15P7,BROOKFIELD ASSET MAN.'A' LTD.VTG.SHRE.,CAN,CAD,CAN,Financials,Real Estate,Real Estate Management & Development,Diversified Real Estate Activities
MSACIMIUSD,2213538,Z913Y15Q5,AGRIUM,CAN,CAD,CAN,Materials,Materials,Chemicals,Fertilizers & Agricultural Chemicals
MSACIMIUSD,2339177,Z913Y15R3,FINNING INTL.,CAN,CAD,CAN,Industrials,Capital Goods,Trading Companies & Distributors,Trading Companies & Distributors
MSACIMIUSD,2159740,Z913Y15T9,CGI GROUP 'A',CAN,CAD,CAN,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
MSACIMIUSD,2112226,Z913Y15U6,SAPUTO,CAN,CAD,CAN,Consumer Staples,Food Beverage & Tobacco,Food Products,Packaged Foods & Meats
MSACIMIUSD,2166160,Z913Y15V4,CAMECO,CAN,CAD,CAN,Energy,Energy,Oil Gas & Consumable Fuels,Coal & Consumable Fuels
MSACIMIUSD,2171573,Z913Y15W2,CANADIAN NATURAL RES.,CAN,CAD,CAN,Energy,Energy,Oil Gas & Consumable Fuels,Oil & Gas Exploration & Production
MSACIMIUSD,B03Z841,Z913Y15X0,KINROSS GOLD,CAN,CAD,CAN,Materials,Materials,Metals & Mining,Gold
MSACIMIUSD,2521800,Z913Y15Y8,LOBLAW,CAN,CAD,CAN,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,Food Retail
MSACIMIUSD,2554475,Z913Y15Z5,MAGNA INTL.,CAN,CAD,CAN,Consumer Discretionary,Automobiles & Components,Auto Components,Auto Parts & Equipment
MSACIMIUSD,2566124,Z913Y1601,SUN LIFE FINL.,CAN,CAD,CAN,Financials,Insurance,Insurance,Life & Health Insurance
MSACIMIUSD,B3XSX46,Z913Y1619,VALEANT PHARMS.INTL.,CAN,CAD,CAN,Health Care,Pharmaceuticals Biotechnology & Life Sciences,Pharmaceuticals,Pharmaceuticals
MSACIMIUSD,2492519,Z913Y1627,MANULIFE FINANCIAL,CAN,CAD,CAN,Financials,Insurance,Insurance,Life & Health Insurance
MSACIMIUSD,BCBHZ31,Z913Y1635,BLACKBERRY,CAN,CAD,CAN,Information Technology,Technology Hardware & Equipment,Technology Hardware Storage & Peripherals,Technology Hardware Storage & Peripherals
MSACIMIUSD,2676302,Z913Y1643,GOLDCORP,CAN,CAD,CAN,Materials,Materials,Metals & Mining,Gold
MSACIMIUSD,2229610,Z913Y1650,RIOCAN REIT.TST.,CAN,CAD,CAN,Financials,Real Estate,Real Estate Investment Trusts (REITs),Retail REIT's
MSACIMIUSD,2347200,Z913Y1668,FORTIS,CAN,CAD,CAN,Utilities,Utilities,Electric Utilities,Electric Utilities
MSACIMIUSD,2347608,Z913Y1676,FIRST QUANTUM MRLS.,CAN,CAD,CAN,Materials,Materials,Metals & Mining,Diversified Metals & Mining
MSACIMIUSD,B7WJ1F5,Z913Y1684,TURQUOISE HILL RES.,CAN,CAD,CAN,Materials,Materials,Metals & Mining,Diversified Metals & Mining
MSACIMIUSD,2763884,Z913Y16A9,SNC-LAVALIN GP.,CAN,CAD,CAN,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
MSACIMIUSD,2219279,Z913Y16B7,YAMANA GOLD,CAN,CAD,CAN,Materials,Materials,Metals & Mining,Gold
MSACIMIUSD,2793115,Z913Y16C5,CANADIAN PACIFIC RY.,CAN,CAD,CAN,Industrials,Transportation,Road & Rail,Railroads
MSACIMIUSD,B67C8W8,Z913Y16E1,CRESCENT POINT ENERGY,CAN,CAD,CAN,Energy,Energy,Oil Gas & Consumable Fuels,Oil & Gas Exploration & Production
MSACIMIUSD,B058ZX6,Z913Y16F8,SILVER WHEATON,CAN,CAD,CAN,Materials,Materials,Metals & Mining,Silver
MSACIMIUSD,B04YJV1,Z913Y16H4,INTACT FINANCIAL,CAN,CAD,CAN,Financials,Insurance,Insurance,Property & Casualty Insurance
MSACIMIUSD,2196026,Z913Y16J0,EMPRESAS COPEC,CHL,CLP,CHL,Energy,Energy,Oil Gas & Consumable Fuels,Oil & Gas Refining & Marketing
MSACIMIUSD,2299356,Z913Y16K7,EMPRESA NACIONAL DE ELECTRICIDAD,CHL,CLP,CHL,Utilities,Utilities,Independent Power and Renewable Electricity Producers,Independent Power Producers & Energy Traders
MSACIMIUSD,2196189,Z913Y16L5,COMPANIA CERVECERIAS UNIDAS,CHL,CLP,CHL,Consumer Staples,Food Beverage & Tobacco,Beverages,Brewers
MSACIMIUSD,2311454,Z913Y16M3,EMBOTELLADORA ANDINA SERIES B PREF.,CHL,CLP,CHL,Consumer Staples,Food Beverage & Tobacco,Beverages,Soft Drinks
MSACIMIUSD,B83J214,Z913Y16N1,AES GENER,CHL,CLP,CHL,Utilities,Utilities,Independent Power and Renewable Electricity Producers,Independent Power Producers & Energy Traders
MSACIMIUSD,2297628,Z913Y16P6,EMPRESA NACIONAL DE TELECOMUNICACIONES,CHL,CLP,CHL,Telecommunication Services,Telecommunication Services,Wireless Telecommunication Services,Wireless Telecommunication Services
MSACIMIUSD,2000257,Z913Y16Q4,BANCO SANTANDER CHILE,CHL,CLP,CHL,Financials,Banks,Banks,Diversified Banks
MSACIMIUSD,2174312,Z913Y16R2,CAP,CHL,CLP,CHL,Materials,Materials,Metals & Mining,Steel
MSACIMIUSD,2069355,Z913Y16S0,BANCO DE CREDITO E INVERSION,CHL,CLP,CHL,Financials,Banks,Banks,Diversified Banks
MSACIMIUSD,2100845,Z913Y16T8,BANCO DE CHILE,CHL,CLP,CHL,Financials,Banks,Banks,Diversified Banks
MSACIMIUSD,BYT25P4,Z913Y16U5,ITAU CORPBANCA,CHL,CLP,CHL,Financials,Banks,Banks,Diversified Banks
MSACIMIUSD,B07J656,Z913Y16V3,SHANGHAI ELEC.GP.CO.'H',HKG,HKD,CHN,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
MSACIMIUSD,B09N7M0,Z913Y16W1,CHINA SHENHUA EN.CO.'H',HKG,HKD,CHN,Energy,Energy,Oil Gas & Consumable Fuels,Coal & Consumable Fuels
MSACIMIUSD,B0B8Z29,Z913Y16X9,BANK OF COMMS.'H',HKG,HKD,CHN,Financials,Banks,Banks,Diversified Banks
MSACIMIUSD,B19H8Y8,Z913Y16Y7,GUANGZHOU R&F PROPS.'H',HKG,HKD,CHN,Financials,Real Estate,Real Estate Management & Development,Real Estate Development
MSACIMIUSD,B0PH5N3,Z913Y16Z4,DONGFENG MOTOR GP.'H',HKG,HKD,CHN,Consumer Discretionary,Automobiles & Components,Automobiles,Automobile Manufacturers
MSACIMIUSD,B0Y91C1,Z913Y1700,CHINA NAT.BLDG.MRA.'H',HKG,HKD,CHN,Materials,Materials,Construction Materials,Construction Materials
MSACIMIUSD,B297KM7,Z913Y1718,CHINA RAILWAY GROUP 'H',HKG,HKD,CHN,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
MSACIMIUSD,B29MX56,Z913Y1726,CHINA NATIONAL MATS.'H',HKG,HKD,CHN,Materials,Materials,Construction Materials,Construction Materials
MSACIMIUSD,B2PFVH7,Z913Y1734,CHINA RAILWAY CON.'H',HKG,HKD,CHN,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
MSACIMIUSD,B3ZVDV0,Z913Y1742,SINOPHARM GROUP 'H',HKG,HKD,CHN,Health Care,Health Care Equipment & Services,Health Care Providers & Services,Health Care Distributors
MSACIMIUSD,B57JY24,Z913Y1767,CHINA MINSHENG BANKING 'H',HKG,HKD,CHN,Financials,Banks,Banks,Diversified Banks
MSACIMIUSD,B2Q5H56,Z913Y1775,CHINA PAC.IN.(GROUP) 'H',HKG,HKD,CHN,Financials,Insurance,Insurance,Multi-line Insurance
MSACIMIUSD,B1DYPZ5,Z913Y17A8,CHINA MERCHANTS BANK 'H',HKG,HKD,CHN,Financials,Banks,Banks,Diversified Banks
MSACIMIUSD,B1DN3X6,Z913Y17B6,CHINA BLUE CHEMICAL 'H',HKG,HKD,CHN,Materials,Materials,Chemicals,Fertilizers & Agricultural Chemicals
MSACIMIUSD,B1G1QD8,Z913Y17C4,INDL.& COML.BK.OF CHINA 'H',HKG,HKD,CHN,Financials,Banks,Banks,Diversified Banks
MSACIMIUSD,B1JNK84,Z913Y17D2,CHINA COAL ENERGY 'H',HKG,HKD,CHN,Energy,Energy,Oil Gas & Consumable Fuels,Coal & Consumable Fuels
MSACIMIUSD,B1HVJ16,Z913Y17E0,CHINA COMMS.SVS.'H',HKG,HKD,CHN,Telecommunication Services,Telecommunication Services,Diversified Telecommunication Services,Integrated Telecommunication Services
MSACIMIUSD,B1W0JF2,Z913Y17F7,CHINA CITIC BANK 'H',HKG,HKD,CHN,Financials,Banks,Banks,Diversified Banks
MSACIMIUSD,B23TGR6,Z913Y17H3,CHINA JINMAO HDG.GP.,HKG,HKD,CHN,Financials,Real Estate,Real Estate Management & Development,Real Estate Development
MSACIMIUSD,6196152,Z913Y17J9,CITIC,HKG,HKD,HKG,Industrials,Capital Goods,Industrial Conglomerates,Industrial Conglomerates
MSACIMIUSD,6354251,Z913Y17K6,COSCO PACIFIC,HKG,HKD,HKG,Industrials,Transportation,Transportation Infrastructure,Marine Ports & Services
MSACIMIUSD,6192150,Z913Y17L4,CHINA OS.LD.& INV.,HKG,HKD,HKG,Financials,Real Estate,Real Estate Management & Development,Real Estate Development
MSACIMIUSD,B24CVP7,Z913Y17M2,SINO-OCEAN LAND HOLDINGS,HKG,HKD,CHN,Financials,Real Estate,Real Estate Management & Development,Real Estate Development
MSACIMIUSD,6810010,Z913Y17N0,SHANGHAI INDL.HDG.,HKG,HKD,HKG,Industrials,Capital Goods,Industrial Conglomerates,Industrial Conglomerates
MSACIMIUSD,6416139,Z913Y17P5,CHINA MRCH.HDG.INTL.,HKG,HKD,HKG,Industrials,Transportation,Transportation Infrastructure,Marine Ports & Services
MSACIMIUSD,6099671,Z913Y17Q3,HUANENG POWER INTL.'H',HKG,HKD,CHN,Utilities,Utilities,Independent Power and Renewable Electricity Producers,Independent Power Producers & Energy Traders
