 invariant_id,quote_type,quote_value,currency
Z913Y2WY6,PCLOSE,                13.000000,EUR
Z913Y2WY6,TOTRET,                -0.015897,EUR
Z913Y2WY6,TRDVOL,           5417859.000000,EUR
Z913Y2WZ3,COMPMC,       36592269169.922897,USD
Z913Y2WZ3,PCLOSE,                55.470001,EUR
Z913Y2WZ3,TOTRET,                -0.007159,EUR
Z913Y2WZ3,TRDVOL,           2922612.000000,EUR
Z913Y2X09,COMPMC,        5428704322.265776,USD
Z913Y2X09,PCLOSE,                22.110000,EUR
Z913Y2X09,TOTRET,                 0.005000,EUR
Z913Y2X09,TRDVOL,           1943634.000000,EUR
Z913Y2X17,COMPMC,       12808007652.832389,USD
Z913Y2X17,PCLOSE,               194.699996,EUR
Z913Y2X17,TOTRET,                -0.006632,EUR
Z913Y2X17,TRDVOL,            164310.000000,EUR
Z913Y2X25,COMPMC,       74279774566.408325,USD
Z913Y2X25,PCLOSE,               128.149993,EUR
Z913Y2X25,TOTRET,                -0.000779,EUR
Z913Y2X25,TRDVOL,           4334778.000000,EUR
Z913Y2X41,COMPMC,        4322859675.011338,USD
Z913Y2X41,PCLOSE,                 9.670000,HKD
Z913Y2X41,TOTRET,                 0.001035,HKD
Z913Y2X41,TRDVOL,           4935000.000000,HKD
Z913Y2X58,COMPMC,        7164612989.110017,USD
Z913Y2X58,PCLOSE,                 5.010000,HKD
Z913Y2X58,TOTRET,                 0.000000,HKD
Z913Y2X58,TRDVOL,          23141736.000000,HKD
Z913Y2X66,COMPMC,        2239593558.307177,USD
Z913Y2X66,PCLOSE,                27.800003,HKD
Z913Y2X66,TOTRET,                -0.001795,HKD
Z913Y2X66,TRDVOL,            408500.000000,HKD
Z913Y2X82,COMPMC,        1962276901.669758,USD
Z913Y2X82,PCLOSE,               502.350097,INR
Z913Y2X82,TOTRET,                -0.021999,INR
Z913Y2X82,TRDVOL,           2162390.000000,INR
Z913Y2XB5,COMPMC,       12991574211.502782,USD
Z913Y2XB5,PCLOSE,              3189.500000,INR
Z913Y2XB5,TOTRET,                -0.010578,INR
Z913Y2XB5,TRDVOL,            136897.000000,INR
Z913Y2XC3,COMPMC,        8703129216.797119,USD
Z913Y2XC3,PCLOSE,                 0.240000,EUR
Z913Y2XC3,TOTRET,                 0.021276,EUR
Z913Y2XC3,TRDVOL,         121026461.000000,EUR
Z913Y2XD1,COMPMC,        3855504048.809704,USD
Z913Y2XD1,PCLOSE,               248.899993,ILS
Z913Y2XD1,TOTRET,                -0.014632,ILS
Z913Y2XD1,TRDVOL,            114071.000000,ILS
Z913Y2XE9,COMPMC,        1699624789.672899,USD
Z913Y2XE9,PCLOSE,                 1.595000,EUR
Z913Y2XE9,TOTRET,                -0.008700,EUR
Z913Y2XE9,TRDVOL,          16104630.000000,EUR
Z913Y2XF6,COMPMC,       22549322794.922504,USD
Z913Y2XF6,PCLOSE,                24.369995,EUR
Z913Y2XF6,TOTRET,                -0.004086,EUR
Z913Y2XF6,TRDVOL,           3325316.000000,EUR
Z913Y2XG4,COMPMC,        3019616215.601573,USD
Z913Y2XG4,PCLOSE,              1238.000000,JPY
Z913Y2XG4,TOTRET,                -0.012759,JPY
Z913Y2XG4,TRDVOL,            795200.000000,JPY
Z913Y2XH2,COMPMC,        4479253468.273863,USD
Z913Y2XH2,PCLOSE,              1148.000000,JPY
Z913Y2XH2,TOTRET,                -0.023809,JPY
Z913Y2XH2,TRDVOL,           1018700.000000,JPY
Z913Y2XJ8,COMPMC,        5432051967.250447,USD
Z913Y2XJ8,PCLOSE,               929.000000,JPY
Z913Y2XJ8,TOTRET,                 0.010881,JPY
Z913Y2XJ8,TRDVOL,           1179000.000000,JPY
Z913Y2XK5,COMPMC,        1331026836.479429,USD
Z913Y2XK5,PCLOSE,               868.000000,JPY
Z913Y2XK5,TOTRET,                -0.020316,JPY
Z913Y2XK5,TRDVOL,            470000.000000,JPY
Z913Y2XL3,COMPMC,       16170025017.057231,USD
Z913Y2XL3,PCLOSE,               465.000000,JPY
Z913Y2XL3,TOTRET,                 0.006058,JPY
Z913Y2XL3,TRDVOL,          27839500.000000,JPY
Z913Y2XM1,COMPMC,        3795072776.893370,USD
Z913Y2XM1,PCLOSE,              1107.000000,JPY
Z913Y2XM1,TOTRET,                -0.016000,JPY
Z913Y2XM1,TRDVOL,           1082000.000000,JPY
Z913Y2XN9,COMPMC,        6409262565.385548,USD
Z913Y2XN9,PCLOSE,              1401.000000,JPY
Z913Y2XN9,TOTRET,                -0.018220,JPY
Z913Y2XN9,TRDVOL,           1764000.000000,JPY
Z913Y2XP4,COMPMC,       11231603365.931419,USD
Z913Y2XP4,PCLOSE,              2972.500000,JPY
Z913Y2XP4,TOTRET,                 0.015024,JPY
Z913Y2XP4,TRDVOL,           1672800.000000,JPY
Z913Y2XQ2,COMPMC,        4767992381.169022,USD
Z913Y2XQ2,PCLOSE,               788.000000,JPY
Z913Y2XQ2,TOTRET,                 0.002544,JPY
Z913Y2XQ2,TRDVOL,           1346000.000000,JPY
Z913Y2XR0,COMPMC,        8737490902.888412,USD
Z913Y2XR0,PCLOSE,              5460.000000,JPY
Z913Y2XR0,TOTRET,                 0.005525,JPY
Z913Y2XR0,TRDVOL,            223800.000000,JPY
Z913Y2XS8,COMPMC,        1280510006.822845,USD
Z913Y2XS8,PCLOSE,              1224.000000,JPY
Z913Y2XS8,TOTRET,                 0.001636,JPY
Z913Y2XS8,TRDVOL,            156800.000000,JPY
Z913Y2XT6,COMPMC,        4273403456.902472,USD
Z913Y2XT6,PCLOSE,              2804.000000,JPY
Z913Y2XT6,TOTRET,                -0.003908,JPY
Z913Y2XT6,TRDVOL,            442200.000000,JPY
Z913Y2XV1,COMPMC,        2491437343.643415,USD
Z913Y2XV1,PCLOSE,              2046.000000,JPY
Z913Y2XV1,TOTRET,                -0.025249,JPY
Z913Y2XV1,TRDVOL,           1163700.000000,JPY
Z913Y2XW9,COMPMC,        1735698771.889940,USD
Z913Y2XW9,PCLOSE,              1800.000000,JPY
Z913Y2XW9,TOTRET,                -0.004975,JPY
Z913Y2XW9,TRDVOL,            438000.000000,JPY
Z913Y2XX7,COMPMC,      152350248565.195617,USD
Z913Y2XX7,PCLOSE,           1270000.000000,KRW
Z913Y2XX7,TOTRET,                 0.001577,KRW
Z913Y2XX7,TRDVOL,            184132.000000,KRW
Z913Y2XY5,COMPMC,         866759523.409968,USD
Z913Y2XY5,PCLOSE,             27950.000000,KRW
Z913Y2XY5,TOTRET,                -0.012367,KRW
Z913Y2XY5,TRDVOL,            284921.000000,KRW
Z913Y2XZ2,COMPMC,        3270713206.913914,USD
Z913Y2XZ2,PCLOSE,            111000.000000,KRW
Z913Y2XZ2,TOTRET,                -0.030567,KRW
Z913Y2XZ2,TRDVOL,            230006.000000,KRW
Z913Y2Y08,COMPMC,        7933024776.430233,USD
Z913Y2Y08,PCLOSE,                 8.649999,MYR
Z913Y2Y08,TOTRET,                -0.028089,MYR
Z913Y2Y08,TRDVOL,           3728300.000000,MYR
Z913Y2Y16,COMPMC,        5676185608.844787,USD
Z913Y2Y16,PCLOSE,                23.320007,MYR
Z913Y2Y16,TOTRET,                 0.000000,MYR
Z913Y2Y16,TRDVOL,            671665.000000,MYR
Z913Y2Y24,COMPMC,        4508423257.756645,USD
Z913Y2Y24,PCLOSE,                39.839996,MXN
Z913Y2Y24,TOTRET,                -0.004719,MXN
Z913Y2Y24,TRDVOL,           3535814.000000,MXN
Z913Y2Y32,COMPMC,       19215394346.616767,USD
Z913Y2Y32,PCLOSE,                98.850006,NOK
Z913Y2Y32,TOTRET,                -0.013472,NOK
Z913Y2Y32,TRDVOL,           6795008.000000,NOK
Z913Y2Y57,COMPMC,        1971185462.043350,USD
Z913Y2Y57,PCLOSE,                 5.909999,PLN
Z913Y2Y57,TOTRET,                -0.003372,PLN
Z913Y2Y57,TRDVOL,           5037954.000000,PLN
Z913Y2Y73,COMPMC,         535908139.048467,USD
Z913Y2Y73,PCLOSE,                14.029999,ZAR
Z913Y2Y73,TOTRET,                -0.036401,ZAR
Z913Y2Y73,TRDVOL,            635999.000000,ZAR
Z913Y2Y99,COMPMC,        1823579507.923541,USD
Z913Y2Y99,PCLOSE,                55.009994,ZAR
Z913Y2Y99,TOTRET,                -0.012388,ZAR
Z913Y2Y99,TRDVOL,           1529753.000000,ZAR
Z913Y2YA6,COMPMC,        1656080224.556320,USD
Z913Y2YA6,PCLOSE,                 8.250000,SGD
Z913Y2YA6,TOTRET,                 0.009791,SGD
Z913Y2YA6,TRDVOL,            781700.000000,SGD
Z913Y2YB4,COMPMC,       42140302365.235549,USD
Z913Y2YB4,PCLOSE,                 6.027000,EUR
Z913Y2YB4,TOTRET,                -0.007901,EUR
Z913Y2YB4,TRDVOL,          27133445.000000,EUR
Z913Y2YC2,COMPMC,       24782799613.076995,USD
Z913Y2YC2,PCLOSE,                62.449996,SEK
Z913Y2YC2,TOTRET,                -0.017309,SEK
Z913Y2YC2,TRDVOL,          16138376.000000,SEK
Z913Y2YD0,COMPMC,        4236030834.287180,USD
Z913Y2YD0,PCLOSE,                78.350006,SEK
Z913Y2YD0,TOTRET,                -0.017554,SEK
Z913Y2YD0,TRDVOL,           3620244.000000,SEK
Z913Y2YG3,COMPMC,        3799456855.303371,USD
Z913Y2YG3,PCLOSE,                 9.100000,TRY
Z913Y2YG3,TOTRET,                 0.000000,TRY
Z913Y2YG3,TRDVOL,                 0.000000,TRY
Z913Y2YH1,COMPMC,        5766260581.102898,USD
Z913Y2YH1,PCLOSE,               254.500000,TWD
Z913Y2YH1,TOTRET,                -0.017374,TWD
Z913Y2YH1,TRDVOL,           1379623.000000,TWD
Z913Y2YJ7,COMPMC,         589749795.050731,USD
Z913Y2YJ7,PCLOSE,                 9.829999,TWD
Z913Y2YJ7,TOTRET,                -0.011066,TWD
Z913Y2YJ7,TRDVOL,           2375997.000000,TWD
Z913Y2YK4,COMPMC,        1005565207.237123,USD
Z913Y2YK4,PCLOSE,                32.250000,TWD
Z913Y2YK4,TOTRET,                -0.001548,TWD
Z913Y2YK4,TRDVOL,            238990.000000,TWD
Z913Y2YM0,COMPMC,       12085755018.789016,USD
Z913Y2YM0,PCLOSE,                 6.199999,AED
Z913Y2YM0,TOTRET,                -0.025157,AED
Z913Y2YM0,TRDVOL,           6055227.000000,AED
Z913Y2YN8,COMPMC,       52407262604.305290,USD
Z913Y2YN8,PCLOSE,                19.395002,GBP
Z913Y2YN8,TOTRET,                -0.027087,GBP
Z913Y2YN8,TRDVOL,          16554317.000000,GBP
Z913Y2YP3,COMPMC,        1937343607.800604,USD
Z913Y2YP3,PCLOSE,                 3.238999,GBP
Z913Y2YP3,TOTRET,                -0.043131,GBP
Z913Y2YP3,TRDVOL,           1545253.000000,GBP
Z913Y2YQ1,COMPMC,       68330440970.518791,USD
Z913Y2YQ1,PCLOSE,                 8.146999,GBP
Z913Y2YQ1,TOTRET,                -0.034028,GBP
Z913Y2YQ1,TRDVOL,          28153120.000000,GBP
Z913Y3C59,COMPMC,        9431629375.001047,USD
Z913Y3C59,PCLOSE,                 3.310000,AUD
Z913Y3C59,TOTRET,                -0.002811,AUD
Z913Y3C59,TRDVOL,          15331528.000000,AUD
Z913Y3C67,COMPMC,         853621293.652438,USD
Z913Y3C67,PCLOSE,                 3.869999,AUD
Z913Y3C67,TOTRET,                -0.002577,AUD
Z913Y3C67,TRDVOL,            871792.000000,AUD
Z913Y3CB6,COMPMC,        1024737927.734488,USD
Z913Y3CB6,PCLOSE,                 7.619999,AUD
Z913Y3CB6,TOTRET,                -0.020565,AUD
Z913Y3CB6,TRDVOL,           1532909.000000,AUD
Z913Y3CE0,COMPMC,        2622428747.510056,USD
Z913Y3CE0,PCLOSE,                 6.210000,AUD
Z913Y3CE0,TOTRET,                -0.001607,AUD
Z913Y3CE0,TRDVOL,           1077936.000000,AUD
Z913Y3CF7,COMPMC,        1375262251.562652,USD
Z913Y3CF7,PCLOSE,                 5.760000,AUD
Z913Y3CF7,TOTRET,                -0.022071,AUD
Z913Y3CF7,TRDVOL,            220854.000000,AUD
Z913Y3CJ9,COMPMC,         307106817.285190,USD
Z913Y3CJ9,PCLOSE,                 0.810000,AUD
Z913Y3CJ9,TOTRET,                -0.029940,AUD
Z913Y3CJ9,TRDVOL,           3003662.000000,AUD
Z913Y3CL4,COMPMC,       10448957017.969909,USD
Z913Y3CL4,PCLOSE,                70.500000,AUD
Z913Y3CL4,TOTRET,                -0.002064,AUD
Z913Y3CL4,TRDVOL,            431675.000000,AUD
Z913Y3CP5,COMPMC,         890657955.957130,USD
Z913Y3CP5,PCLOSE,                 0.665000,AUD
Z913Y3CP5,TOTRET,                 0.000086,AUD
Z913Y3CP5,TRDVOL,          16770879.000000,AUD
Z913Y3CU4,COMPMC,        1336165302.343898,USD
Z913Y3CU4,PCLOSE,                 3.560000,AUD
Z913Y3CU4,TOTRET,                -0.016398,AUD
Z913Y3CU4,TRDVOL,           2966061.000000,AUD
Z913Y3CV2,COMPMC,         736583720.349202,USD
Z913Y3CV2,PCLOSE,                 2.210000,AUD
Z913Y3CV2,TOTRET,                -0.013178,AUD
Z913Y3CV2,TRDVOL,           1491920.000000,AUD
Z913Y3CW0,COMPMC,         357352231.347695,USD
Z913Y3CW0,PCLOSE,                 1.425000,AUD
Z913Y3CW0,TOTRET,                 0.010774,AUD
Z913Y3CW0,TRDVOL,            966370.000000,AUD
Z913Y3CY6,COMPMC,        1527951583.886888,USD
Z913Y3CY6,PCLOSE,                 4.210000,AUD
Z913Y3CY6,TOTRET,                -0.009253,AUD
Z913Y3CY6,TRDVOL,           1557619.000000,AUD
Z913Y3D17,COMPMC,         280862585.937531,USD
Z913Y3D17,PCLOSE,                 3.239999,AUD
Z913Y3D17,TOTRET,                -0.018181,AUD
Z913Y3D17,TRDVOL,             72879.000000,AUD
Z913Y3D33,COMPMC,        1869622859.765832,USD
Z913Y3D33,PCLOSE,                 4.229999,AUD
Z913Y3D33,TOTRET,                -0.011507,AUD
Z913Y3D33,TRDVOL,           3202780.000000,AUD
Z913Y3D66,COMPMC,        1370707267.187652,USD
Z913Y3D66,PCLOSE,                 4.710000,AUD
Z913Y3D66,TOTRET,                -0.014420,AUD
Z913Y3D66,TRDVOL,           2054884.000000,AUD
Z913Y3DE9,COMPMC,         180996651.321431,USD
Z913Y3DE9,PCLOSE,                 0.144999,AUD
Z913Y3DE9,TOTRET,                -0.093749,AUD
Z913Y3DE9,TRDVOL,           1532045.000000,AUD
Z913Y3DF6,COMPMC,         526355683.056699,USD
Z913Y3DF6,PCLOSE,                 8.569999,AUD
Z913Y3DF6,TOTRET,                 0.004878,AUD
Z913Y3DF6,TRDVOL,            425282.000000,AUD
Z913Y3DL3,COMPMC,         471461970.703177,USD
Z913Y3DL3,PCLOSE,                 6.989999,AUD
Z913Y3DL3,TOTRET,                -0.010913,AUD
Z913Y3DL3,TRDVOL,            431931.000000,AUD
Z913Y3DP4,COMPMC,        1740137412.158396,USD
Z913Y3DP4,PCLOSE,                15.390001,AUD
Z913Y3DP4,TOTRET,                -0.000649,AUD
Z913Y3DP4,TRDVOL,            359652.000000,AUD
Z913Y3DW9,COMPMC,        1379196900.488434,USD
Z913Y3DW9,PCLOSE,                11.970001,AUD
Z913Y3DW9,TOTRET,                -0.000697,AUD
Z913Y3DW9,TRDVOL,            276711.000000,AUD
Z913Y3DX7,COMPMC,         575411037.158267,USD
Z913Y3DX7,PCLOSE,                 1.500000,AUD
Z913Y3DX7,TOTRET,                -0.006622,AUD
Z913Y3DX7,TRDVOL,           1680549.000000,AUD
Z913Y3DY5,COMPMC,        7066152884.375783,USD
Z913Y3DY5,PCLOSE,                11.569999,AUD
Z913Y3DY5,TOTRET,                -0.006867,AUD
Z913Y3DY5,TRDVOL,           1088728.000000,AUD
Z913Y3E24,COMPMC,         388073070.410199,USD
Z913Y3E24,PCLOSE,                 1.989999,AUD
Z913Y3E24,TOTRET,                -0.052198,AUD
Z913Y3E24,TRDVOL,           1712324.000000,AUD
Z913Y3E73,COMPMC,        1002669625.927845,USD
Z913Y3E73,PCLOSE,                12.659999,AUD
Z913Y3E73,TOTRET,                 0.000790,AUD
Z913Y3E73,TRDVOL,            274975.000000,AUD
Z913Y3E81,COMPMC,         723731310.009845,USD
Z913Y3E81,PCLOSE,                 0.285000,AUD
Z913Y3E81,TOTRET,                 0.036363,AUD
Z913Y3E81,TRDVOL,            421367.000000,AUD
Z913Y3EA6,COMPMC,         752650188.818442,USD
Z913Y3EA6,PCLOSE,                 1.140000,AUD
Z913Y3EA6,TOTRET,                 0.000000,AUD
Z913Y3EA6,TRDVOL,           5502942.000000,AUD
Z913Y3EC2,COMPMC,        1298642915.625144,USD
Z913Y3EC2,PCLOSE,                 9.149999,AUD
Z913Y3EC2,TOTRET,                -0.001091,AUD
Z913Y3EC2,TRDVOL,            702652.000000,AUD
Z913Y3EL2,COMPMC,        5477357986.084137,USD
Z913Y3EL2,PCLOSE,                41.714996,EUR
Z913Y3EL2,TOTRET,                 0.002162,EUR
Z913Y3EL2,TRDVOL,            291959.000000,EUR
Z913Y3EN8,COMPMC,         725481348.266621,USD
Z913Y3EN8,PCLOSE,                 0.691999,EUR
Z913Y3EN8,TOTRET,                -0.005747,EUR
Z913Y3EN8,TRDVOL,           3940489.000000,EUR
Z913Y3EP3,COMPMC,         627741249.389665,USD
Z913Y3EP3,PCLOSE,                 3.260000,EUR
Z913Y3EP3,TOTRET,                -0.012121,EUR
Z913Y3EP3,TRDVOL,            511511.000000,EUR
Z913Y3EQ1,COMPMC,        2469058680.542061,USD
Z913Y3EQ1,PCLOSE,                39.845001,EUR
Z913Y3EQ1,TOTRET,                -0.011290,EUR
Z913Y3EQ1,TRDVOL,            144557.000000,EUR
Z913Y3ER9,COMPMC,        1480392235.107463,USD
Z913Y3ER9,PCLOSE,                30.794998,EUR
Z913Y3ER9,TOTRET,                 0.006043,EUR
Z913Y3ER9,TRDVOL,            101939.000000,EUR
Z913Y3ES7,COMPMC,        1467755561.096232,USD
Z913Y3ES7,PCLOSE,                56.899993,EUR
Z913Y3ES7,TOTRET,                -0.018119,EUR
Z913Y3ES7,TRDVOL,             50894.000000,EUR
Z913Y3ET5,COMPMC,        2501238587.036202,USD
Z913Y3ET5,PCLOSE,               105.850013,EUR
Z913Y3ET5,TOTRET,                -0.008431,EUR
Z913Y3ET5,TRDVOL,            134952.000000,EUR
Z913Y3EX6,COMPMC,         467164243.652356,USD
Z913Y3EX6,PCLOSE,                30.600006,EUR
Z913Y3EX6,TOTRET,                -0.006654,EUR
Z913Y3EX6,TRDVOL,             16888.000000,EUR
Z913Y3EY4,COMPMC,         435161330.200207,USD
Z913Y3EY4,PCLOSE,                23.914993,EUR
Z913Y3EY4,TOTRET,                 0.000627,EUR
Z913Y3EY4,TRDVOL,             16220.000000,EUR
Z913Y3EZ1,COMPMC,        1194407589.111361,USD
Z913Y3EZ1,PCLOSE,                36.104995,EUR
Z913Y3EZ1,TOTRET,                -0.008377,EUR
Z913Y3EZ1,TRDVOL,            100769.000000,EUR
Z913Y3F15,COMPMC,        1564333442.138715,USD
Z913Y3F15,PCLOSE,                 8.769000,EUR
Z913Y3F15,TOTRET,                -0.044250,EUR
Z913Y3F15,TRDVOL,           1428274.000000,EUR
Z913Y3F31,COMPMC,        1991756753.242249,USD
Z913Y3F31,PCLOSE,                33.899993,BRL
Z913Y3F31,TOTRET,                 0.018017,BRL
Z913Y3F31,TRDVOL,            894800.000000,BRL
Z913Y3F49,COMPMC,         209759922.346383,USD
Z913Y3F49,PCLOSE,                 2.000000,BRL
Z913Y3F49,TOTRET,                 0.005025,BRL
Z913Y3F49,TRDVOL,           4409801.000000,BRL
Z913Y3F56,COMPMC,        1302677890.283653,USD
Z913Y3F56,PCLOSE,                28.350006,BRL
Z913Y3F56,TOTRET,                -0.013226,BRL
Z913Y3F56,TRDVOL,            472200.000000,BRL
Z913Y3F64,COMPMC,         205340365.793397,USD
Z913Y3F64,PCLOSE,                14.149999,BRL
Z913Y3F64,TOTRET,                -0.018723,BRL
Z913Y3F64,TRDVOL,             14100.000000,BRL
Z913Y3F72,COMPMC,        3094681930.092239,USD
Z913Y3F72,PCLOSE,                42.419998,BRL
Z913Y3F72,TOTRET,                 0.005213,BRL
Z913Y3F72,TRDVOL,            983100.000000,BRL
Z913Y3F98,COMPMC,        1674977460.295443,USD
Z913Y3F98,PCLOSE,                11.369999,BRL
Z913Y3F98,TOTRET,                -0.002631,BRL
Z913Y3F98,TRDVOL,           1679600.000000,BRL
Z913Y3FA5,COMPMC,        2011136564.602260,USD
Z913Y3FA5,PCLOSE,                11.939999,BRL
Z913Y3FA5,TOTRET,                -0.017283,BRL
Z913Y3FA5,TRDVOL,          11823399.000000,BRL
Z913Y3FC1,COMPMC,        1419747815.382481,USD
Z913Y3FC1,PCLOSE,                15.020001,BRL
Z913Y3FC1,TOTRET,                 0.008053,BRL
Z913Y3FC1,TRDVOL,            576500.000000,BRL
Z913Y3FD9,COMPMC,         593969978.847354,USD
Z913Y3FD9,PCLOSE,                13.279999,BRL
Z913Y3FD9,TOTRET,                -0.027106,BRL
Z913Y3FD9,TRDVOL,            319900.000000,BRL
Z913Y3FF4,COMPMC,         768744527.619807,USD
Z913Y3FF4,PCLOSE,                37.899993,BRL
Z913Y3FF4,TOTRET,                 0.016358,BRL
Z913Y3FF4,TRDVOL,             82300.000000,BRL
Z913Y3FG2,COMPMC,         554615437.963797,USD
Z913Y3FG2,PCLOSE,                 2.369999,BRL
Z913Y3FG2,TOTRET,                 0.012820,BRL
Z913Y3FG2,TRDVOL,           5570801.000000,BRL
Z913Y3FH0,COMPMC,         263960529.509674,USD
Z913Y3FH0,PCLOSE,                 3.010000,BRL
Z913Y3FH0,TOTRET,                 0.000000,BRL
Z913Y3FH0,TRDVOL,           1603100.000000,BRL
Z913Y3FK3,COMPMC,        3865507587.644773,USD
Z913Y3FK3,PCLOSE,                 2.659999,BRL
Z913Y3FK3,TOTRET,                -0.032727,BRL
Z913Y3FK3,TRDVOL,           1822500.000000,BRL
Z913Y3FM9,COMPMC,         449994374.631758,USD
Z913Y3FM9,PCLOSE,                 4.689999,CAD
Z913Y3FM9,TOTRET,                 0.019565,CAD
Z913Y3FM9,TRDVOL,            345070.000000,CAD
Z913Y3FN7,COMPMC,        3350555729.942054,USD
Z913Y3FN7,PCLOSE,                16.330001,CAD
Z913Y3FN7,TOTRET,                 0.036825,CAD
Z913Y3FN7,TRDVOL,           1353403.000000,CAD
Z913Y3FP2,COMPMC,        3293954267.019209,USD
Z913Y3FP2,PCLOSE,                29.880004,CAD
Z913Y3FP2,TOTRET,                 0.019099,CAD
Z913Y3FP2,TRDVOL,            321143.000000,CAD
Z913Y3FQ0,COMPMC,         568197339.119349,USD
Z913Y3FQ0,PCLOSE,                 8.470000,CAD
Z913Y3FQ0,TOTRET,                -0.009356,CAD
Z913Y3FQ0,TRDVOL,            401550.000000,CAD
Z913Y3FR8,COMPMC,         397062777.330230,USD
Z913Y3FR8,PCLOSE,                 6.369999,CAD
Z913Y3FR8,TOTRET,                -0.012403,CAD
Z913Y3FR8,TRDVOL,             29277.000000,CAD
Z913Y3FU1,COMPMC,       11490879471.768054,USD
Z913Y3FU1,PCLOSE,                84.949996,CAD
Z913Y3FU1,TOTRET,                 0.017121,CAD
Z913Y3FU1,TRDVOL,            967314.000000,CAD
Z913Y3FV9,COMPMC,         470786502.326005,USD
Z913Y3FV9,PCLOSE,                 2.489999,CAD
Z913Y3FV9,TOTRET,                -0.027344,CAD
Z913Y3FV9,TRDVOL,            193418.000000,CAD
Z913Y3FX5,COMPMC,        8179083794.664367,USD
Z913Y3FX5,PCLOSE,                88.820007,CAD
Z913Y3FX5,TOTRET,                 0.005889,CAD
Z913Y3FX5,TRDVOL,            642312.000000,CAD
Z913Y3FY3,COMPMC,         406503290.209284,USD
Z913Y3FY3,PCLOSE,                 1.319999,CAD
Z913Y3FY3,TOTRET,                -0.007518,CAD
Z913Y3FY3,TRDVOL,           2398205.000000,CAD
Z913Y3G22,COMPMC,        3693258831.757175,USD
Z913Y3G22,PCLOSE,                28.039993,CAD
Z913Y3G22,TOTRET,                 0.018525,CAD
Z913Y3G22,TRDVOL,           1734766.000000,CAD
Z913Y3G30,COMPMC,        1927178080.295763,USD
Z913Y3G30,PCLOSE,                 4.180000,CAD
Z913Y3G30,TOTRET,                 0.014563,CAD
Z913Y3G30,TRDVOL,           3467888.000000,CAD
Z913Y3G48,COMPMC,        2719194679.072190,USD
Z913Y3G48,PCLOSE,                39.800003,CAD
Z913Y3G48,TOTRET,                 0.005558,CAD
Z913Y3G48,TRDVOL,            371068.000000,CAD
Z913Y3G63,COMPMC,         297904137.774643,USD
Z913Y3G63,PCLOSE,                 4.909999,CAD
Z913Y3G63,TOTRET,                -0.012072,CAD
Z913Y3G63,TRDVOL,            212208.000000,CAD
Z913Y3G71,COMPMC,         260373194.531834,USD
Z913Y3G71,PCLOSE,                 0.660000,CAD
Z913Y3G71,TOTRET,                 0.000000,CAD
Z913Y3G71,TRDVOL,            995972.000000,CAD
Z913Y3G89,COMPMC,       24265230258.170120,USD
Z913Y3G89,PCLOSE,                56.039993,CAD
Z913Y3G89,TOTRET,                 0.024872,CAD
Z913Y3G89,TRDVOL,           1160244.000000,CAD
Z913Y3GD8,COMPMC,        1376754063.493847,USD
Z913Y3GD8,PCLOSE,                49.369995,CAD
Z913Y3GD8,TOTRET,                -0.003230,CAD
Z913Y3GD8,TRDVOL,            119547.000000,CAD
Z913Y3GF3,COMPMC,         583720049.557191,USD
Z913Y3GF3,PCLOSE,                 8.880000,CAD
Z913Y3GF3,TOTRET,                 0.005662,CAD
Z913Y3GF3,TRDVOL,            154762.000000,CAD
Z913Y3GG1,COMPMC,        4618039702.472790,USD
Z913Y3GG1,PCLOSE,                21.559997,CAD
Z913Y3GG1,TOTRET,                -0.004617,CAD
Z913Y3GG1,TRDVOL,            359261.000000,CAD
Z913Y3GH9,COMPMC,        1897563895.865690,USD
Z913Y3GH9,PCLOSE,                 7.800000,CAD
Z913Y3GH9,TOTRET,                 0.029023,CAD
Z913Y3GH9,TRDVOL,            908504.000000,CAD
Z913Y3GJ5,COMPMC,        6032939542.674757,USD
Z913Y3GJ5,PCLOSE,               225.309997,CAD
Z913Y3GJ5,TOTRET,                 0.011492,CAD
Z913Y3GJ5,TRDVOL,             66254.000000,CAD
Z913Y3GK2,COMPMC,        2573104339.962674,USD
Z913Y3GK2,PCLOSE,                46.240005,CAD
Z913Y3GK2,TOTRET,                -0.002373,CAD
Z913Y3GK2,TRDVOL,            227251.000000,CAD
Z913Y3GL0,COMPMC,         669965978.781946,USD
Z913Y3GL0,PCLOSE,                 9.289999,CAD
Z913Y3GL0,TOTRET,                 0.027655,CAD
Z913Y3GL0,TRDVOL,            131485.000000,CAD
Z913Y3GM8,COMPMC,        1762911186.949654,USD
Z913Y3GM8,PCLOSE,                25.460006,CAD
Z913Y3GM8,TOTRET,                -0.000784,CAD
Z913Y3GM8,TRDVOL,            296746.000000,CAD
Z913Y3GN6,COMPMC,        2480841978.716741,USD
Z913Y3GN6,PCLOSE,                66.059997,CAD
Z913Y3GN6,TOTRET,                 0.005173,CAD
Z913Y3GN6,TRDVOL,             86638.000000,CAD
Z913Y3GP1,COMPMC,        1787400878.906250,USD
Z913Y3GP1,PCLOSE,                19.089996,CAD
Z913Y3GP1,TOTRET,                 0.009518,CAD
Z913Y3GP1,TRDVOL,            225887.000000,CAD
Z913Y3GQ9,COMPMC,        6747808593.750000,USD
Z913Y3GQ9,PCLOSE,                72.940002,CAD
Z913Y3GQ9,TOTRET,                 0.005375,CAD
Z913Y3GQ9,TRDVOL,            250997.000000,CAD
